SensorName,Time,Value
Preben - Canteen Humidity,2025-02-03 23:59:49,26.13
Preben - Canteen Humidity,2025-02-03 23:54:50,26.12
Preben - Canteen Humidity,2025-02-03 23:49:51,26.15
Preben - Canteen Humidity,2025-02-03 23:44:51,26.12
Preben - Canteen Humidity,2025-02-03 23:39:50,26.08
Preben - Canteen Humidity,2025-02-03 23:34:51,26.04
Preben - Canteen Humidity,2025-02-03 23:29:48,26.01
Preben - Canteen Humidity,2025-02-03 23:24:51,26.01
Preben - Canteen Humidity,2025-02-03 23:19:50,26.01
Preben - Canteen Humidity,2025-02-03 23:14:51,25.96
Preben - Canteen Humidity,2025-02-03 23:09:47,25.93
Preben - Canteen Humidity,2025-02-03 23:04:50,25.89
Preben - Canteen Humidity,2025-02-03 22:59:51,25.89
Preben - Canteen Humidity,2025-02-03 22:54:50,25.9
Preben - Canteen Humidity,2025-02-03 22:49:51,25.89
Preben - Canteen Humidity,2025-02-03 22:44:51,25.89
Preben - Canteen Humidity,2025-02-03 22:39:51,25.95
Preben - Canteen Humidity,2025-02-03 22:34:51,25.92
Preben - Canteen Humidity,2025-02-03 22:29:49,25.9
Preben - Canteen Humidity,2025-02-03 22:24:51,25.91
Preben - Canteen Humidity,2025-02-03 22:19:51,25.9
Preben - Canteen Humidity,2025-02-03 22:14:49,25.89
Preben - Canteen Humidity,2025-02-03 22:09:51,25.9
Preben - Canteen Humidity,2025-02-03 22:04:48,25.88
Preben - Canteen Humidity,2025-02-03 21:59:49,25.84
Preben - Canteen Humidity,2025-02-03 21:54:49,25.83
Preben - Canteen Humidity,2025-02-03 21:49:48,25.83
Preben - Canteen Humidity,2025-02-03 21:44:50,25.79
Preben - Canteen Humidity,2025-02-03 21:39:51,25.77
Preben - Canteen Humidity,2025-02-03 21:34:48,25.69
Preben - Canteen Humidity,2025-02-03 21:29:50,25.76
Preben - Canteen Humidity,2025-02-03 21:24:47,25.75
Preben - Canteen Humidity,2025-02-03 21:19:49,25.74
Preben - Canteen Humidity,2025-02-03 21:14:51,25.84
Preben - Canteen Humidity,2025-02-03 21:09:51,25.87
Preben - Canteen Humidity,2025-02-03 21:04:49,25.85
Preben - Canteen Humidity,2025-02-03 21:04:49,25.85
Preben - Canteen Humidity,2025-02-03 20:59:48,25.82
Preben - Canteen Humidity,2025-02-03 20:54:51,25.86
Preben - Canteen Humidity,2025-02-03 20:49:51,25.83
Preben - Canteen Humidity,2025-02-03 20:44:49,25.82
Preben - Canteen Humidity,2025-02-03 20:39:48,25.8
Preben - Canteen Humidity,2025-02-03 20:34:49,25.78
Preben - Canteen Humidity,2025-02-03 20:29:49,25.75
Preben - Canteen Humidity,2025-02-03 20:24:48,25.77
Preben - Canteen Humidity,2025-02-03 20:19:50,25.93
Preben - Canteen Humidity,2025-02-03 20:14:51,25.92
Preben - Canteen Humidity,2025-02-03 20:09:50,25.91
Preben - Canteen Humidity,2025-02-03 20:04:51,25.92
Preben - Canteen Humidity,2025-02-03 19:59:47,25.9
