SensorName,Time,Value
Preben - Canteen Humidity,2025-03-02 23:55:49,26.08
Preben - Canteen Humidity,2025-03-02 23:50:47,26.08
Preben - Canteen Humidity,2025-03-02 23:45:49,26.06
Preben - Canteen Humidity,2025-03-02 23:40:49,25.88
Preben - Canteen Humidity,2025-03-02 23:35:50,25.78
Preben - Canteen Humidity,2025-03-02 23:30:47,25.99
Preben - Canteen Humidity,2025-03-02 23:25:47,25.84
Preben - Canteen Humidity,2025-03-02 23:20:49,25.93
Preben - Canteen Humidity,2025-03-02 23:15:47,26.03
Preben - Canteen Humidity,2025-03-02 23:10:48,25.93
Preben - Canteen Humidity,2025-03-02 23:05:49,26.11
Preben - Canteen Humidity,2025-03-02 23:00:50,26.04
Preben - Canteen Humidity,2025-03-02 22:55:45,25.9
Preben - Canteen Humidity,2025-03-02 22:50:49,26.13
Preben - Canteen Humidity,2025-03-02 22:40:48,25.89
Preben - Canteen Humidity,2025-03-02 22:35:50,26.18
Preben - Canteen Humidity,2025-03-02 22:30:49,26.12
Preben - Canteen Humidity,2025-03-02 22:25:48,26.14
Preben - Canteen Humidity,2025-03-02 22:20:46,26.07
Preben - Canteen Humidity,2025-03-02 22:15:49,25.88
Preben - Canteen Humidity,2025-03-02 22:10:49,26.09
Preben - Canteen Humidity,2025-03-02 22:05:49,25.95
Preben - Canteen Humidity,2025-03-02 22:00:46,25.91
Preben - Canteen Humidity,2025-03-02 21:55:49,26.05
Preben - Canteen Humidity,2025-03-02 21:50:47,25.92
Preben - Canteen Humidity,2025-03-02 21:45:47,25.93
Preben - Canteen Humidity,2025-03-02 21:40:49,26.13
Preben - Canteen Humidity,2025-03-02 21:35:50,25.94
Preben - Canteen Humidity,2025-03-02 21:30:50,25.96
Preben - Canteen Humidity,2025-03-02 21:25:46,26.05
Preben - Canteen Humidity,2025-03-02 21:20:49,25.91
Preben - Canteen Humidity,2025-03-02 21:15:47,25.98
Preben - Canteen Humidity,2025-03-02 21:10:49,26.03
Preben - Canteen Humidity,2025-03-02 21:05:48,25.92
Preben - Canteen Humidity,2025-03-02 21:00:48,26.14
Preben - Canteen Humidity,2025-03-02 20:55:49,25.99
Preben - Canteen Humidity,2025-03-02 20:50:46,25.88
Preben - Canteen Humidity,2025-03-02 20:45:49,26.1
Preben - Canteen Humidity,2025-03-02 20:40:48,25.97
Preben - Canteen Humidity,2025-03-02 20:35:49,25.91
Preben - Canteen Humidity,2025-03-02 20:30:49,26.08
Preben - Canteen Humidity,2025-03-02 20:25:50,25.98
Preben - Canteen Humidity,2025-03-02 20:20:48,25.98
Preben - Canteen Humidity,2025-03-02 20:15:48,26.25
Preben - Canteen Humidity,2025-03-02 20:10:48,26.21
Preben - Canteen Humidity,2025-03-02 20:05:50,26.11
Preben - Canteen Humidity,2025-03-02 20:00:50,25.91
Preben - Canteen Humidity,2025-03-02 19:55:49,26.1
Preben - Canteen Humidity,2025-03-02 19:50:48,25.97
Preben - Canteen Humidity,2025-03-02 19:45:47,25.91
Preben - Canteen Humidity,2025-03-02 19:40:47,26.09
Preben - Canteen Humidity,2025-03-02 19:35:50,26.21
Preben - Canteen Humidity,2025-03-02 19:30:47,26.2
Preben - Canteen Humidity,2025-03-02 19:25:45,26.11
Preben - Canteen Humidity,2025-03-02 19:20:48,26.01
Preben - Canteen Humidity,2025-03-02 19:15:49,26.24
Preben - Canteen Humidity,2025-03-02 19:10:48,26.1
Preben - Canteen Humidity,2025-03-02 19:05:49,26.09
Preben - Canteen Humidity,2025-03-02 19:00:49,26.28
Preben - Canteen Humidity,2025-03-02 18:55:48,26.19
Preben - Canteen Humidity,2025-03-02 18:50:49,26.21
Preben - Canteen Humidity,2025-03-02 18:45:47,26.47
Preben - Canteen Humidity,2025-03-02 18:40:50,26.44
Preben - Canteen Humidity,2025-03-02 18:35:49,26.37
Preben - Canteen Humidity,2025-03-02 18:30:50,26.17
Preben - Canteen Humidity,2025-03-02 18:25:50,26.26
Preben - Canteen Humidity,2025-03-02 18:20:49,26.27
Preben - Canteen Humidity,2025-03-02 18:15:48,26.22
Preben - Canteen Humidity,2025-03-02 18:10:45,26.3
Preben - Canteen Humidity,2025-03-02 18:00:50,26.25
Preben - Canteen Humidity,2025-03-02 17:55:48,26.36
Preben - Canteen Humidity,2025-03-02 17:50:48,26.2
Preben - Canteen Humidity,2025-03-02 17:45:48,26.3
Preben - Canteen Humidity,2025-03-02 17:40:48,26.19
Preben - Canteen Humidity,2025-03-02 17:35:48,26.18
Preben - Canteen Humidity,2025-03-02 17:30:48,26.43
Preben - Canteen Humidity,2025-03-02 17:25:49,26.41
Preben - Canteen Humidity,2025-03-02 17:20:48,26.39
Preben - Canteen Humidity,2025-03-02 17:15:47,26.17
Preben - Canteen Humidity,2025-03-02 17:10:47,26.17
Preben - Canteen Humidity,2025-03-02 17:05:50,26.37
Preben - Canteen Humidity,2025-03-02 17:00:50,26.22
Preben - Canteen Humidity,2025-03-02 16:55:47,26.23
Preben - Canteen Humidity,2025-03-02 16:50:48,26.5
Preben - Canteen Humidity,2025-03-02 16:45:48,26.46
Preben - Canteen Humidity,2025-03-02 16:40:47,26.47
Preben - Canteen Humidity,2025-03-02 16:35:49,26.34
Preben - Canteen Humidity,2025-03-02 16:30:49,26.37
Preben - Canteen Humidity,2025-03-02 16:25:49,26.51
Preben - Canteen Humidity,2025-03-02 16:20:47,26.44
Preben - Canteen Humidity,2025-03-02 16:15:45,26.59
Preben - Canteen Humidity,2025-03-02 16:10:49,26.47
Preben - Canteen Humidity,2025-03-02 16:05:47,26.48
Preben - Canteen Humidity,2025-03-02 16:00:45,26.64
Preben - Canteen Humidity,2025-03-02 15:55:49,26.52
Preben - Canteen Humidity,2025-03-02 15:50:49,26.54
Preben - Canteen Humidity,2025-03-02 15:45:47,26.6
Preben - Canteen Humidity,2025-03-02 15:40:50,26.56
Preben - Canteen Humidity,2025-03-02 15:35:49,26.58
Preben - Canteen Humidity,2025-03-02 15:30:45,26.61
Preben - Canteen Humidity,2025-03-02 15:25:50,26.61
Preben - Canteen Humidity,2025-03-02 15:20:49,26.73
Preben - Canteen Humidity,2025-03-02 15:15:47,26.66
Preben - Canteen Humidity,2025-03-02 15:10:44,26.69
Preben - Canteen Humidity,2025-03-02 15:05:44,26.72
Preben - Canteen Humidity,2025-03-02 15:00:50,26.68
Preben - Canteen Humidity,2025-03-02 14:55:48,26.75
Preben - Canteen Humidity,2025-03-02 14:50:48,26.8
Preben - Canteen Humidity,2025-03-02 14:45:46,26.78
Preben - Canteen Humidity,2025-03-02 14:40:49,26.97
Preben - Canteen Humidity,2025-03-02 14:35:49,26.89
Preben - Canteen Humidity,2025-03-02 14:30:48,26.89
Preben - Canteen Humidity,2025-03-02 14:25:49,27
Preben - Canteen Humidity,2025-03-02 14:20:49,26.97
Preben - Canteen Humidity,2025-03-02 14:15:48,27.06
Preben - Canteen Humidity,2025-03-02 14:10:46,27.04
Preben - Canteen Humidity,2025-03-02 14:05:49,27.06
Preben - Canteen Humidity,2025-03-02 14:00:49,27.04
Preben - Canteen Humidity,2025-03-02 13:55:47,27.12
Preben - Canteen Humidity,2025-03-02 13:50:49,27.13
Preben - Canteen Humidity,2025-03-02 13:45:49,27.18
Preben - Canteen Humidity,2025-03-02 13:40:48,27.2
Preben - Canteen Humidity,2025-03-02 13:35:48,27.23
Preben - Canteen Humidity,2025-03-02 13:30:49,27.22
Preben - Canteen Humidity,2025-03-02 13:25:49,27.24
Preben - Canteen Humidity,2025-03-02 13:20:49,27.39
Preben - Canteen Humidity,2025-03-02 13:15:46,27.24
Preben - Canteen Humidity,2025-03-02 13:10:45,27.26
Preben - Canteen Humidity,2025-03-02 13:05:50,27.17
Preben - Canteen Humidity,2025-03-02 13:00:50,27.19
Preben - Canteen Humidity,2025-03-02 12:55:49,27.23
Preben - Canteen Humidity,2025-03-02 12:50:50,27.11
Preben - Canteen Humidity,2025-03-02 12:45:48,27.12
Preben - Canteen Humidity,2025-03-02 12:40:47,27.14
Preben - Canteen Humidity,2025-03-02 12:35:49,27.01
Preben - Canteen Humidity,2025-03-02 12:30:48,27.07
Preben - Canteen Humidity,2025-03-02 12:25:50,27.02
Preben - Canteen Humidity,2025-03-02 12:20:49,26.94
Preben - Canteen Humidity,2025-03-02 12:15:50,26.98
Preben - Canteen Humidity,2025-03-02 12:10:48,26.84
Preben - Canteen Humidity,2025-03-02 12:05:49,26.87
Preben - Canteen Humidity,2025-03-02 12:00:50,26.85
Preben - Canteen Humidity,2025-03-02 11:55:49,26.81
Preben - Canteen Humidity,2025-03-02 11:50:49,26.81
Preben - Canteen Humidity,2025-03-02 11:45:49,27.04
Preben - Canteen Humidity,2025-03-02 11:40:50,26.74
Preben - Canteen Humidity,2025-03-02 11:35:48,26.77
Preben - Canteen Humidity,2025-03-02 11:30:49,26.69
Preben - Canteen Humidity,2025-03-02 11:25:50,26.7
Preben - Canteen Humidity,2025-03-02 11:20:49,26.73
Preben - Canteen Humidity,2025-03-02 11:15:49,26.6
