SensorName,Time,Value
Preben - Canteen Humidity,2025-03-15 23:56:59,24.06
Preben - Canteen Humidity,2025-03-15 23:51:59,24.07
Preben - Canteen Humidity,2025-03-15 23:46:59,24.07
Preben - Canteen Humidity,2025-03-15 23:42:01,24.08
Preben - Canteen Humidity,2025-03-15 23:37:00,24.11
Preben - Canteen Humidity,2025-03-15 23:31:58,24.07
Preben - Canteen Humidity,2025-03-15 23:26:59,24.07
Preben - Canteen Humidity,2025-03-15 23:22:01,24.07
Preben - Canteen Humidity,2025-03-15 23:16:59,24.05
Preben - Canteen Humidity,2025-03-15 23:12:00,24.01
Preben - Canteen Humidity,2025-03-15 23:06:58,23.98
Preben - Canteen Humidity,2025-03-15 23:01:58,23.95
Preben - Canteen Humidity,2025-03-15 22:56:59,23.98
Preben - Canteen Humidity,2025-03-15 22:51:59,23.84
Preben - Canteen Humidity,2025-03-15 22:46:58,23.82
Preben - Canteen Humidity,2025-03-15 22:42:02,23.8
Preben - Canteen Humidity,2025-03-15 22:36:59,23.69
Preben - Canteen Humidity,2025-03-15 22:32:01,23.69
Preben - Canteen Humidity,2025-03-15 22:27:01,23.62
Preben - Canteen Humidity,2025-03-15 22:21:57,23.56
Preben - Canteen Humidity,2025-03-15 22:16:58,23.53
Preben - Canteen Humidity,2025-03-15 22:12:01,23.5
Preben - Canteen Humidity,2025-03-15 22:06:59,23.49
Preben - Canteen Humidity,2025-03-15 22:01:59,23.46
Preben - Canteen Humidity,2025-03-15 21:56:59,23.44
Preben - Canteen Humidity,2025-03-15 21:52:00,23.42
Preben - Canteen Humidity,2025-03-15 21:46:59,23.4
Preben - Canteen Humidity,2025-03-15 21:42:00,23.4
Preben - Canteen Humidity,2025-03-15 21:36:59,23.37
Preben - Canteen Humidity,2025-03-15 21:31:59,23.35
Preben - Canteen Humidity,2025-03-15 21:26:59,23.34
Preben - Canteen Humidity,2025-03-15 21:22:01,23.31
Preben - Canteen Humidity,2025-03-15 21:16:59,23.31
Preben - Canteen Humidity,2025-03-15 21:11:59,23.27
Preben - Canteen Humidity,2025-03-15 21:07:01,23.25
Preben - Canteen Humidity,2025-03-15 21:01:55,23.24
Preben - Canteen Humidity,2025-03-15 20:57:00,23.21
Preben - Canteen Humidity,2025-03-15 20:51:59,23.2
Preben - Canteen Humidity,2025-03-15 20:46:58,23.17
Preben - Canteen Humidity,2025-03-15 20:41:58,23.15
Preben - Canteen Humidity,2025-03-15 20:36:59,23.1
Preben - Canteen Humidity,2025-03-15 20:32:01,23.08
Preben - Canteen Humidity,2025-03-15 20:26:59,23.06
Preben - Canteen Humidity,2025-03-15 20:22:00,23.03
Preben - Canteen Humidity,2025-03-15 20:17:00,23.02
Preben - Canteen Humidity,2025-03-15 20:12:01,22.96
Preben - Canteen Humidity,2025-03-15 20:07:00,22.9
Preben - Canteen Humidity,2025-03-15 20:02:00,22.89
Preben - Canteen Humidity,2025-03-15 19:57:01,22.9
Preben - Canteen Humidity,2025-03-15 19:52:00,22.79
Preben - Canteen Humidity,2025-03-15 19:47:00,22.76
Preben - Canteen Humidity,2025-03-15 19:41:59,22.72
Preben - Canteen Humidity,2025-03-15 19:36:59,22.66
Preben - Canteen Humidity,2025-03-15 19:32:00,22.64
Preben - Canteen Humidity,2025-03-15 19:27:00,22.61
Preben - Canteen Humidity,2025-03-15 19:22:00,22.58
Preben - Canteen Humidity,2025-03-15 19:16:59,22.55
Preben - Canteen Humidity,2025-03-15 19:12:00,22.54
Preben - Canteen Humidity,2025-03-15 19:07:00,22.5
Preben - Canteen Humidity,2025-03-15 19:01:59,22.48
Preben - Canteen Humidity,2025-03-15 18:56:59,22.49
Preben - Canteen Humidity,2025-03-15 18:51:59,22.48
Preben - Canteen Humidity,2025-03-15 18:47:01,22.48
Preben - Canteen Humidity,2025-03-15 18:41:58,22.45
Preben - Canteen Humidity,2025-03-15 18:37:00,22.47
Preben - Canteen Humidity,2025-03-15 18:32:00,22.45
Preben - Canteen Humidity,2025-03-15 18:27:00,22.44
Preben - Canteen Humidity,2025-03-15 18:22:00,22.45
Preben - Canteen Humidity,2025-03-15 18:16:59,22.43
Preben - Canteen Humidity,2025-03-15 18:11:59,22.44
Preben - Canteen Humidity,2025-03-15 18:07:00,22.42
Preben - Canteen Humidity,2025-03-15 18:02:00,22.44
Preben - Canteen Humidity,2025-03-15 17:57:01,22.4
Preben - Canteen Humidity,2025-03-15 17:51:57,22.41
Preben - Canteen Humidity,2025-03-15 17:47:00,22.35
Preben - Canteen Humidity,2025-03-15 17:42:00,22.31
Preben - Canteen Humidity,2025-03-15 17:37:01,22.28
Preben - Canteen Humidity,2025-03-15 17:32:00,22.27
Preben - Canteen Humidity,2025-03-15 17:26:59,22.22
Preben - Canteen Humidity,2025-03-15 17:21:58,22.22
Preben - Canteen Humidity,2025-03-15 17:17:00,22.17
Preben - Canteen Humidity,2025-03-15 17:12:00,22.15
Preben - Canteen Humidity,2025-03-15 17:07:00,22.1
Preben - Canteen Humidity,2025-03-15 17:02:00,22.09
Preben - Canteen Humidity,2025-03-15 16:57:00,22.08
Preben - Canteen Humidity,2025-03-15 16:52:00,22.01
Preben - Canteen Humidity,2025-03-15 16:47:01,22.01
Preben - Canteen Humidity,2025-03-15 16:42:00,21.93
Preben - Canteen Humidity,2025-03-15 16:37:00,21.91
Preben - Canteen Humidity,2025-03-15 16:32:01,21.89
Preben - Canteen Humidity,2025-03-15 16:27:00,21.85
Preben - Canteen Humidity,2025-03-15 16:22:00,21.8
Preben - Canteen Humidity,2025-03-15 16:17:00,21.78
Preben - Canteen Humidity,2025-03-15 16:12:00,21.76
Preben - Canteen Humidity,2025-03-15 16:07:01,21.69
Preben - Canteen Humidity,2025-03-15 16:01:59,21.67
Preben - Canteen Humidity,2025-03-15 15:57:01,21.63
Preben - Canteen Humidity,2025-03-15 15:52:00,21.6
Preben - Canteen Humidity,2025-03-15 15:47:01,21.51
Preben - Canteen Humidity,2025-03-15 15:41:59,21.49
Preben - Canteen Humidity,2025-03-15 15:36:59,21.45
Preben - Canteen Humidity,2025-03-15 15:32:01,21.4
Preben - Canteen Humidity,2025-03-15 15:26:59,21.36
Preben - Canteen Humidity,2025-03-15 15:22:00,21.29
Preben - Canteen Humidity,2025-03-15 15:17:00,21.24
Preben - Canteen Humidity,2025-03-15 15:12:00,21.17
Preben - Canteen Humidity,2025-03-15 15:06:59,21.17
Preben - Canteen Humidity,2025-03-15 15:02:00,21.14
Preben - Canteen Humidity,2025-03-15 14:56:59,21.11
Preben - Canteen Humidity,2025-03-15 14:51:59,21.09
