datetime,altitude,azimuth
2025-02-21T00:00:00+00:00,-40.43909949426169,9.084940200373893
2025-02-21T00:05:00+00:00,-40.3299617550778,10.691986401515408
2025-02-21T00:10:00+00:00,-40.20353827818616,12.294056229022829
2025-02-21T00:15:00+00:00,-40.059984230706846,13.890470286051567
2025-02-21T00:20:00+00:00,-39.899474142299646,15.480575138275526
2025-02-21T00:25:00+00:00,-39.72220112911992,17.06374519269596
2025-02-21T00:30:00+00:00,-39.528375818689355,18.63938642886268
2025-02-21T00:35:00+00:00,-39.3182255612653,20.206936641506843
2025-02-21T00:40:00+00:00,-39.09199322825498,21.765868571950875
2025-02-21T00:45:00+00:00,-38.84993621606164,23.315690602770133
2025-02-21T00:50:00+00:00,-38.5923254279423,24.85594738668405
2025-02-21T00:55:00+00:00,-38.319444112470045,26.386221007310212
2025-02-21T01:00:00+00:00,-38.03158667122708,27.906131843902898
2025-02-21T01:05:00+00:00,-37.7290576117228,29.41533833548604
2025-02-21T01:10:00+00:00,-37.41217057919792,30.913536300992888
2025-02-21T01:15:00+00:00,-37.081246988987985,32.400460040239636
2025-02-21T01:20:00+00:00,-36.73661531362254,33.87588018865108
2025-02-21T01:25:00+00:00,-36.37860975789979,35.339604390427866
2025-02-21T01:30:00+00:00,-36.007569402629635,36.79147577900733
2025-02-21T01:35:00+00:00,-35.623837372097434,38.231371533764445
2025-02-21T01:40:00+00:00,-35.22775985187476,39.65920208127159
2025-02-21T01:45:00+00:00,-34.81968513625299,41.074910173459784
2025-02-21T01:50:00+00:00,-34.39996293721385,42.478469104961306
2025-02-21T01:55:00+00:00,-33.96894382449281,43.86988069315362
2025-02-21T02:00:00+00:00,-33.52697814684258,45.24917508265261
2025-02-21T02:05:00+00:00,-33.0744158660524,46.6164077095539
2025-02-21T02:10:00+00:00,-32.611605573127264,47.97165904500855
2025-02-21T02:15:00+00:00,-32.13889413980875,49.3150324664949
2025-02-21T02:20:00+00:00,-31.656626381651787,50.646652354942034
2025-02-21T02:25:00+00:00,-31.16514452012008,51.96666293117514
2025-02-21T02:30:00+00:00,-30.664787677770324,53.27522711031513
2025-02-21T02:35:00+00:00,-30.15589168178106,54.57252468217361
2025-02-21T02:40:00+00:00,-29.638788996125832,55.85875038211897
2025-02-21T02:45:00+00:00,-29.113808004833725,57.1341137488062
2025-02-21T02:50:00+00:00,-28.58127337018529,58.398836438063
2025-02-21T02:55:00+00:00,-28.041505382565948,59.653152186215706
2025-02-21T03:00:00+00:00,-27.494820042615384,60.89730510435055
2025-02-21T03:05:00+00:00,-26.941529117663716,62.131548234636256
2025-02-21T03:10:00+00:00,-26.38193993627669,63.356142834484004
2025-02-21T03:15:00+00:00,-25.816355198945015,64.57135771412138
2025-02-21T03:20:00+00:00,-25.245073112932513,65.77746797568183
2025-02-21T03:25:00+00:00,-24.668387637452078,66.97475366718281
2025-02-21T03:30:00+00:00,-24.086587977337327,68.16350011112347
2025-02-21T03:35:00+00:00,-23.499959252586883,69.34399587214477
2025-02-21T03:40:00+00:00,-22.908782020633904,70.51653319306493
2025-02-21T03:45:00+00:00,-22.31333259051791,71.68140687289865
2025-02-21T03:50:00+00:00,-21.713883279665946,72.83891337860626
2025-02-21T03:55:00+00:00,-21.11070236426828,73.98935062672446
2025-02-21T04:00:00+00:00,-20.504054032562053,75.1330178047632
2025-02-21T04:05:00+00:00,-19.894198671451946,76.27021461284261
2025-02-21T04:10:00+00:00,-19.281393246812975,77.40124040736777
2025-02-21T04:15:00+00:00,-18.665890870834073,78.5263949023231
2025-02-21T04:20:00+00:00,-18.047941605301425,79.64597662306382
2025-02-21T04:25:00+00:00,-17.427792034106574,80.76028367209605
2025-02-21T04:30:00+00:00,-16.805685664030005,81.86961300065927
2025-02-21T04:35:00+00:00,-16.18186324864577,82.97425987600431
2025-02-21T04:40:00+00:00,-15.55656278141969,84.07451796418898
2025-02-21T04:45:00+00:00,-14.930019486617738,85.17067943266099
2025-02-21T04:50:00+00:00,-14.302466146765939,86.26303447963704
2025-02-21T04:55:00+00:00,-13.674133516930633,87.35187074012998
2025-02-21T05:00:00+00:00,-13.045249895239015,88.43747417388603
2025-02-21T05:05:00+00:00,-12.41604195678589,89.520127769567
2025-02-21T05:10:00+00:00,-11.786734320807817,90.6001124572024
2025-02-21T05:15:00+00:00,-11.157549960913421,91.67770656283415
2025-02-21T05:20:00+00:00,-10.528710527936482,92.75318542993202
2025-02-21T05:25:00+00:00,-9.900436333288152,93.8268216209414
2025-02-21T05:30:00+00:00,-9.272946329355733,94.8988851255495
2025-02-21T05:35:00+00:00,-8.646458424827745,95.96964299456612
2025-02-21T05:40:00+00:00,-8.021189879548567,97.03935883333095
2025-02-21T05:45:00+00:00,-7.397356855652626,98.10829373582617
2025-02-21T05:50:00+00:00,-6.775175224107933,99.17670506089166
2025-02-21T05:55:00+00:00,-6.154860108982844,100.24484736659936
2025-02-21T06:00:00+00:00,-5.536626267044949,101.31297189894386
2025-02-21T06:05:00+00:00,-4.920688374244586,102.38132622909569
2025-02-21T06:10:00+00:00,-4.307260976561548,103.4501544519373
2025-02-21T06:15:00+00:00,-3.696558436265095,104.51969738825153
2025-02-21T06:20:00+00:00,-3.0887952053688004,105.5901922018126
2025-02-21T06:25:00+00:00,-2.484186168909003,106.66187186414996
2025-02-21T06:30:00+00:00,-1.8829461691832179,107.73496605245866
2025-02-21T06:35:00+00:00,-1.2852907423326225,108.80969987855194
2025-02-21T06:40:00+00:00,-0.10628458563663079,109.88629477319215
2025-02-21T06:45:00+00:00,0.3891198853267483,110.96496791378594
2025-02-21T06:50:00+00:00,0.8965077152974263,112.0459317899389
2025-02-21T06:55:00+00:00,1.4160296957329461,113.12939433099544
2025-02-21T07:00:00+00:00,1.9443484213415556,114.21555903073425
2025-02-21T07:05:00+00:00,2.4780187457484577,115.30462447809812
2025-02-21T07:10:00+00:00,3.014249707843282,116.39678372278831
2025-02-21T07:15:00+00:00,3.5509167502948342,117.49222509694863
2025-02-21T07:20:00+00:00,4.086415672741458,118.59113082420237
2025-02-21T07:25:00+00:00,4.6195197036857945,119.69367782350429
2025-02-21T07:30:00+00:00,5.1492692846888035,120.8000370257217
2025-02-21T07:35:00+00:00,5.674893649344139,121.91037282638482
2025-02-21T07:40:00+00:00,6.19575656117703,123.02484311412125
2025-02-21T07:45:00+00:00,6.711318768012041,124.14359929900314
2025-02-21T07:50:00+00:00,7.221111614182616,125.26678573178347
2025-02-21T07:55:00+00:00,7.724718387578928,126.39453895231918
2025-02-21T08:00:00+00:00,8.221761681343954,127.5269884444166
2025-02-21T08:05:00+00:00,8.711893426387407,128.66425511124348
2025-02-21T08:10:00+00:00,9.194788511575982,129.80645202328316
2025-02-21T08:15:00+00:00,9.670139556094203,130.95368363725098
2025-02-21T08:20:00+00:00,10.137653070426923,132.10604515941117
2025-02-21T08:25:00+00:00,10.597046828164297,133.26362251931303
2025-02-21T08:30:00+00:00,11.048047924261088,134.42649235150668
2025-02-21T08:35:00+00:00,11.490391107581525,135.59472135878522
2025-02-21T08:40:00+00:00,11.923817464015702,136.768365509639
2025-02-21T08:45:00+00:00,12.34807398672564,137.94747081779542
