SensorName,Time,Value
Preben - Canteen Humidity,2025-02-07 23:59:56,23.78
Preben - Canteen Humidity,2025-02-07 23:54:54,23.76
Preben - Canteen Humidity,2025-02-07 23:49:55,23.74
Preben - Canteen Humidity,2025-02-07 23:44:54,23.75
Preben - Canteen Humidity,2025-02-07 23:39:54,23.67
Preben - Canteen Humidity,2025-02-07 23:34:55,23.74
Preben - Canteen Humidity,2025-02-07 23:29:53,23.7
Preben - Canteen Humidity,2025-02-07 23:24:54,23.65
Preben - Canteen Humidity,2025-02-07 23:19:55,23.64
Preben - Canteen Humidity,2025-02-07 23:14:55,23.69
Preben - Canteen Humidity,2025-02-07 23:09:53,23.57
Preben - Canteen Humidity,2025-02-07 23:04:55,23.51
Preben - Canteen Humidity,2025-02-07 22:59:55,23.49
Preben - Canteen Humidity,2025-02-07 22:54:54,23.64
Preben - Canteen Humidity,2025-02-07 22:49:55,23.58
Preben - Canteen Humidity,2025-02-07 22:44:54,23.52
Preben - Canteen Humidity,2025-02-07 22:39:55,23.5
Preben - Canteen Humidity,2025-02-07 22:34:54,23.49
Preben - Canteen Humidity,2025-02-07 22:29:54,23.5
Preben - Canteen Humidity,2025-02-07 22:24:55,23.54
Preben - Canteen Humidity,2025-02-07 22:19:53,23.54
Preben - Canteen Humidity,2025-02-07 22:14:54,23.5
Preben - Canteen Humidity,2025-02-07 22:09:54,23.46
Preben - Canteen Humidity,2025-02-07 22:04:54,23.42
Preben - Canteen Humidity,2025-02-07 21:59:53,23.38
Preben - Canteen Humidity,2025-02-07 21:54:54,23.35
Preben - Canteen Humidity,2025-02-07 21:49:55,23.36
Preben - Canteen Humidity,2025-02-07 21:44:53,23.34
Preben - Canteen Humidity,2025-02-07 21:39:55,23.3
Preben - Canteen Humidity,2025-02-07 21:34:54,23.3
Preben - Canteen Humidity,2025-02-07 21:29:53,23.27
Preben - Canteen Humidity,2025-02-07 21:24:55,23.24
Preben - Canteen Humidity,2025-02-07 21:19:55,23.23
Preben - Canteen Humidity,2025-02-07 21:14:55,23.24
Preben - Canteen Humidity,2025-02-07 21:09:54,23.19
Preben - Canteen Humidity,2025-02-07 21:04:51,23.26
Preben - Canteen Humidity,2025-02-07 20:59:55,23.28
Preben - Canteen Humidity,2025-02-07 20:54:55,23.24
Preben - Canteen Humidity,2025-02-07 20:49:54,23.28
Preben - Canteen Humidity,2025-02-07 20:44:55,23.33
Preben - Canteen Humidity,2025-02-07 20:39:55,23.32
Preben - Canteen Humidity,2025-02-07 20:34:54,23.28
Preben - Canteen Humidity,2025-02-07 20:29:52,23.4
Preben - Canteen Humidity,2025-02-07 20:24:55,23.38
Preben - Canteen Humidity,2025-02-07 20:19:55,23.38
Preben - Canteen Humidity,2025-02-07 20:14:55,23.38
Preben - Canteen Humidity,2025-02-07 20:09:53,23.42
Preben - Canteen Humidity,2025-02-07 20:04:55,23.39
Preben - Canteen Humidity,2025-02-07 19:59:54,23.48
Preben - Canteen Humidity,2025-02-07 19:54:54,23.52
Preben - Canteen Humidity,2025-02-07 19:49:55,23.49
Preben - Canteen Humidity,2025-02-07 19:44:55,23.48
Preben - Canteen Humidity,2025-02-07 19:39:54,23.6
Preben - Canteen Humidity,2025-02-07 19:34:51,23.6
Preben - Canteen Humidity,2025-02-07 19:29:54,23.53
Preben - Canteen Humidity,2025-02-07 19:24:54,23.7
Preben - Canteen Humidity,2025-02-07 19:19:54,23.69
Preben - Canteen Humidity,2025-02-07 19:14:55,23.6
Preben - Canteen Humidity,2025-02-07 19:09:54,23.53
Preben - Canteen Humidity,2025-02-07 19:04:54,23.82
Preben - Canteen Humidity,2025-02-07 18:59:55,23.8
Preben - Canteen Humidity,2025-02-07 18:54:55,23.68
Preben - Canteen Humidity,2025-02-07 18:49:54,23.97
